GeoFips;GeoName;LineCode;Description;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
31460;Madera, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3232896;3645694;3776368;4333401;4657830;4851624;4862486;4790461;4204817;4912047;4931563;5126914;5259349;5537036;5280320;5849024;6023623;6027876;6222075;6201866;6448515;6043485;6226914
31460;Madera, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;53.670;60.523;62.693;71.940;77.326;80.543;80.724;79.528;69.805;81.546;81.870;85.113;87.312;91.922;87.660;97.101;100.000;100.071;103.295;102.959;107.054;100.330;103.375
31460;Madera, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2354301;2699625;2865070;3430525;3667869;3909271;4178725;4186263;3728010;4431320;4692281;4991598;5323120;5597031;5215027;5682028;6023623;6077794;6380931;6481748;7343198;7563022;8025001
31540;Madison, WI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);31427759;32574829;33739717;35436833;36966615;37447066;38465908;37823973;37260120;38559477;39549823;40657171;41554139;43624730;45242559;46733465;47412823;49252686;50603904;49380727;52271157;53432473;55129893
31540;Madison, WI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;66.285;68.705;71.162;74.741;77.968;78.981;81.130;79.776;78.587;81.327;83.416;85.751;87.643;92.010;95.423;98.567;100.000;103.881;106.730;104.151;110.247;112.696;116.276
31540;Madison, WI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);23500663;24811119;26129069;28171325;30091129;31331767;33012129;32923642;33291151;34620881;36069437;37819423;39307491;41938522;44325455;46272984;47412823;50086353;52389870;52322999;56968662;61328792;66115608
31700;Manchester-Nashua, NH (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);18354720;19025002;20557233;21401088;21845197;22605688;22949912;23111756;22779190;23017336;23655414;23582878;24070440;24606979;25447457;25862657;25959140;26455143;27240319;27002678;29511318;30010481;30476161
31700;Manchester-Nashua, NH (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;70.706;73.288;79.191;82.441;84.152;87.082;88.408;89.031;87.750;88.668;91.126;90.846;92.724;94.791;98.029;99.628;100.000;101.911;104.935;104.020;113.684;115.607;117.401
31700;Manchester-Nashua, NH (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);15067836;15786262;17044021;17974396;18710581;19764809;20370169;20620262;20653015;20858757;21651163;21954520;22758478;23662077;24900853;25561852;25959140;26917908;28258148;28628021;32349765;34499830;36596890
31740;Manhattan, KS (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5064312;5093381;5314159;5560308;5733724;6221897;6741435;7124458;7074284;7478600;7768567;7683407;7483097;7229365;7307689;7191474;7189918;7104990;6872458;6841825;7108693;7113660;7020615
31740;Manhattan, KS (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;70.436;70.841;73.911;77.335;79.747;86.536;93.762;99.090;98.392;104.015;108.048;106.864;104.078;100.549;101.638;100.022;100.000;98.819;95.585;95.159;98.870;98.939;97.645
31740;Manhattan, KS (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3494597;3600171;3865810;4160468;4438519;5018563;5598026;6047324;6204943;6618069;6990025;7009276;6965241;6908103;7124132;7079613;7189918;7282822;7212452;7362308;7979631;8490282;8802533
31860;Mankato, MN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3880260;4050503;4082286;4331390;4515613;4848288;4741927;4799618;4621988;4870737;4942101;5196712;5305123;5465134;5585193;5519939;5561722;5646562;5618822;5381176;5612433;5692707;5670157
31860;Mankato, MN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;69.767;72.828;73.400;77.879;81.191;87.172;85.260;86.297;83.104;87.576;88.859;93.437;95.386;98.263;100.422;99.249;100.000;101.525;101.027;96.754;100.912;102.355;101.950
31860;Mankato, MN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2943150;3109177;3183542;3469788;3657856;4017504;4073456;4181166;4074875;4338239;4527068;4871950;5077381;5281276;5456885;5446685;5561722;5737140;5845492;5734105;6286848;6896213;7182368
31900;Mansfield, OH (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4728329;4944237;4990922;5238760;5316723;5213934;4993566;4852624;4117420;4349582;4477964;4533586;4482554;4629884;4589206;4535134;4544336;4591106;4586234;4393186;4587864;4598035;4709913
31900;Mansfield, OH (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;104.049;108.800;109.827;115.281;116.997;114.735;109.885;106.784;90.606;95.714;98.539;99.763;98.640;101.883;100.987;99.797;100.000;101.029;100.922;96.674;100.958;101.182;103.644
31900;Mansfield, OH (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3856211;4066247;4113772;4370217;4487486;4460891;4341703;4235956;3664903;3897879;4077990;4206390;4212229;4428915;4461524;4453240;4544336;4701707;4785506;4663354;5101413;5512280;5920097
32580;McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);15626678;16647354;16990509;17132332;17561331;18258031;19083198;18732449;18664158;18607751;18916776;19221723;20141428;20483023;20702995;20609846;20721197;21184628;21991095;21525990;22681955;23108370;23993556
32580;McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;75.414;80.340;81.996;82.680;84.751;88.113;92.095;90.402;90.073;89.801;91.292;92.764;97.202;98.851;99.912;99.463;100.000;102.237;106.128;103.884;109.463;111.520;115.792
32580;McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);10366287;10924105;12121057;12890284;14134328;15144157;16430200;17246540;16172000;16626040;17263802;17849782;19103717;19771850;20055655;20256479;20721197;21688589;23024066;23167379;25690478;28069132;30225234
32780;Medford, OR (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6577672;6934001;7360041;7682204;7858471;7999629;8034900;7921841;7511072;7658901;7556416;7408532;7787076;7954214;8290482;8636441;9087979;9236535;9377950;9367440;10015358;9957252;10314605
32780;Medford, OR (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;72.378;76.299;80.987;84.531;86.471;88.024;88.412;87.168;82.648;84.275;83.147;81.520;85.685;87.525;91.225;95.031;100.000;101.635;103.191;103.075;110.204;109.565;113.497
32780;Medford, OR (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4724849;5085347;5501267;5926029;6234089;6538355;6743041;6750882;6546753;6715656;6699388;6717427;7206424;7522630;8020057;8506206;9087979;9428799;9782454;10039379;11286208;11936621;12853288
32820;Memphis, TN-MS-AR (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);66913201;67865286;69181048;70836152;72041598;73156723;71921019;70944855;67699103;68049158;68543721;70525075;71773223;71608354;73049465;74014482;75341736;75977096;76633375;75708024;79858628;79703375;81215062
32820;Memphis, TN-MS-AR (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;88.813;90.077;91.823;94.020;95.620;97.100;95.460;94.164;89.856;90.321;90.977;93.607;95.264;95.045;96.958;98.238;100.000;100.843;101.714;100.486;105.995;105.789;107.796
32820;Memphis, TN-MS-AR (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);47702710;49215421;50907034;53485471;56052840;58880408;59676437;60049517;58813984;59620606;61181618;64569542;66932313;68027974;71119881;72974138;75341736;77803073;80380966;81011504;90039953;96976712;102934012
32900;Merced, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5882351;6228573;6787299;7429253;7767455;7604136;8517193;7491142;7253520;7418508;7639161;7402451;7653680;8411849;8608451;8657384;9136656;9152693;9251024;9115222;9294314;9511320;9548937
32900;Merced, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;64.382;68.171;74.286;81.313;85.014;83.227;93.220;81.990;79.389;81.195;83.610;81.019;83.769;92.067;94.219;94.754;100.000;100.176;101.252;99.765;101.726;104.101;104.512
32900;Merced, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4241759;4556175;5105840;5870731;6075933;6063440;7275693;6540953;6359541;6647351;7251635;7223909;7724264;8492211;8525084;8465887;9136656;9225402;9513359;9611477;10599980;11841720;12214481
33100;Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);246797368;256640851;266575139;281757823;297774888;305552219;307814752;296843786;277525852;286921000;287548905;289047949;298066145;308204109;321884135;331898529;346955899;359852689;367587090;353846629;391367438;415201140;431882272
33100;Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;71.132;73.969;76.833;81.209;85.825;88.067;88.719;85.557;79.989;82.697;82.878;83.310;85.909;88.831;92.774;95.660;100.000;103.717;105.946;101.986;112.800;119.670;124.478
33100;Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);179597732;190656833;201522515;218776446;237507706;251638556;260526422;254943591;242934235;252803300;256728679;263637229;276884976;292123662;312396367;326997244;346955899;367322597;384757819;377568519;434516274;490645936;533673895
33140;Michigan City-La Porte, IN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4069462;4070578;4100058;4261389;4219433;4238940;4301659;4354266;3981380;4154104;4114902;4112489;4192273;4258763;4080028;4136406;4105788;4231110;4111245;3978308;4216451;4196224;4396220
33140;Michigan City-La Porte, IN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;99.115;99.142;99.860;103.790;102.768;103.243;104.771;106.052;96.970;101.177;100.222;100.163;102.106;103.726;99.373;100.746;100.000;103.052;100.133;96.895;102.695;102.203;107.074
33140;Michigan City-La Porte, IN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2977773;3022417;3090530;3308401;3391290;3526660;3675066;3780955;3491711;3698159;3800001;3879188;3993166;4126519;3997955;4036593;4105788;4378771;4296215;4171122;4759706;5301184;5676096
33220;Midland, MI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5008681;5147589;4898476;5172195;4640307;4639932;4745532;4605105;4377136;4542825;4636583;4759901;4674749;5295872;5707086;5342526;5482023;5520755;5367447;5689329;5907218;5995496;6344935
33220;Midland, MI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;91.366;93.899;89.355;94.348;84.646;84.639;86.565;84.004;79.845;82.868;84.578;86.827;85.274;96.604;104.105;97.455;100.000;100.707;97.910;103.782;107.756;109.366;115.741
33220;Midland, MI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3467388;3606337;3496691;3799299;3525974;3671967;3866582;3861410;3837381;3978641;4174314;4374844;4365362;5030753;5566915;5253482;5482023;5624003;5518798;5876141;6474948;7032957;7636137
33260;Midland, TX (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5748036;5841039;5606790;5878339;6182488;7207257;7975921;8820947;9531345;10471866;12252846;15559054;16355297;17829033;19520898;19198710;21889250;27561089;33146217;31130056;31681448;30957434;44247964
33260;Midland, TX (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;26.260;26.685;25.614;26.855;28.244;32.926;36.438;40.298;43.543;47.840;55.977;71.081;74.718;81.451;89.180;87.708;100.000;125.912;151.427;142.216;144.735;141.428;202.145
33260;Midland, TX (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4652390;4542901;5011580;5659042;6734729;8112794;9360104;11683418;9860689;12096098;15225115;18533858;20013606;21619002;17694425;16801400;21889250;30450843;31836711;22818194;38183003;54786068;53664570
33340;Milwaukee-Waukesha, WI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);84396028;84196461;86532591;88665896;91410100;93800927;94718895;92958645;89748513;92444322;94262850;95186849;95522430;96123059;97299949;97812590;99281237;100842067;102320385;98203432;102384169;105152588;106610894
33340;Milwaukee-Waukesha, WI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;85.007;84.806;87.159;89.308;92.072;94.480;95.405;93.632;90.398;93.114;94.945;95.876;96.214;96.819;98.004;98.521;100.000;101.572;103.061;98.914;103.125;105.914;107.383
33340;Milwaukee-Waukesha, WI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);63526939;64427379;66889609;70149933;74200683;78261485;80790468;80316608;79770637;82351170;84942358;87612750;89420987;91570425;94799720;96682736;99281237;102817770;106559358;104451702;112110689;122210092;130856689
33460;Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);188756198;190963399;200170335;210296674;216772115;215931459;218861006;220552802;211177151;217937934;223445157;227583210;234708007;243729996;249048711;253079493;257849094;265734698;270051612;260621361;275748176;281253976;286739259
33460;Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;73.204;74.060;77.631;81.558;84.069;83.743;84.879;85.536;81.900;84.522;86.657;88.262;91.025;94.524;96.587;98.150;100.000;103.058;104.732;101.075;106.942;109.077;111.204
33460;Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);141903890;145770264;154618115;166586123;176787987;181574007;188622790;191990208;187485798;194645515;203208910;211374241;221009587;233036955;242886965;249398942;257849094;271637576;281152283;275576825;301486483;328636922;350710432
33540;Missoula, MT (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3927791;4108029;4281045;4427902;4542947;4656595;4760318;4871815;4807664;4769650;4815621;4789417;4834963;4955575;5109708;5197179;5530699;5598430;5750346;5721496;6401268;6370148;6623001
33540;Missoula, MT (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;71.018;74.277;77.405;80.060;82.141;84.195;86.071;88.087;86.927;86.240;87.071;86.597;87.420;89.601;92.388;93.970;100.000;101.225;103.971;103.450;115.741;115.178;119.750
33540;Missoula, MT (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2779454;2976872;3162822;3364998;3556176;3767411;3960354;4130479;4172655;4172474;4269513;4345228;4476050;4685245;4944696;5117636;5530699;5722891;6017431;6144895;7140311;7541119;8201713
33660;Mobile, AL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);16325910;16407879;16700959;17246838;17917977;19130104;19245529;19393161;19325284;19562935;19920765;19833204;20108332;20124610;20112176;20524904;20576160;20912705;21370021;21463861;22834108;22999194;24173958
33660;Mobile, AL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;79.344;79.742;81.167;83.820;87.081;92.972;93.533;94.251;93.921;95.076;96.815;96.389;97.726;97.805;97.745;99.751;100.000;101.636;103.858;104.314;110.974;111.776;117.485
33660;Mobile, AL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);11847722;12084100;12630376;13417461;14464450;15996386;16493482;17057819;17114030;17549464;18298808;18475792;18920085;19389915;19499310;19959841;20576160;21622037;22256022;22298704;25529168;27630065;29553574
33700;Modesto, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);16559172;17211668;17828749;18906794;19533906;19987363;19706375;19117205;18863423;19014237;18963019;18692433;18926529;20164828;20967459;21301063;22191928;22810079;23329680;22651130;23715467;23803366;24067824
33700;Modesto, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;74.618;77.558;80.339;85.197;88.023;90.066;88.800;86.145;85.001;85.681;85.450;84.231;85.286;90.866;94.482;95.986;100.000;102.785;105.127;102.069;106.865;107.261;108.453
33700;Modesto, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);11888546;12626096;13304371;14558723;15272366;16000680;16480104;16339710;16566707;16863100;17227041;17451114;18066528;19521173;20516447;20994684;22191928;23175414;24171641;24040070;26705905;29053478;30597632
33740;Monroe, LA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6809343;7297714;7480032;7847068;8175961;8258333;7445661;7115426;7370675;7571550;7353810;7586500;8264954;8287674;8442558;8482087;8330804;8467890;8167764;7871215;8000704;8083356;8313568
33740;Monroe, LA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;81.737;87.599;89.788;94.193;98.141;99.130;89.375;85.411;88.475;90.886;88.273;91.066;99.210;99.482;101.341;101.816;100.000;101.646;98.043;94.483;96.038;97.030;99.793
33740;Monroe, LA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);5186038;5612638;5860704;6276413;6639151;6821833;6323589;6174404;6533492;6792293;6714830;7072244;7866299;8012391;8263543;8375834;8330804;8619544;8466557;8328563;8878002;9606843;10276428
33780;Monroe, MI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5759306;6027441;6231575;6149131;6219035;6349997;6339875;6070418;5628572;5955487;5987087;5791095;6006997;6028006;6052526;6021311;5999722;5880549;5983585;5588368;5858551;5975156;6247886
33780;Monroe, MI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;95.993;100.462;103.864;102.490;103.655;105.838;105.669;101.178;93.814;99.263;99.789;96.523;100.121;100.471;100.880;100.360;100.000;98.014;99.731;93.144;97.647;99.591;104.136
33780;Monroe, MI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4481731;4679094;4919378;4931028;5106168;5389986;5480570;5260947;5203171;5423930;5490404;5317459;5611718;5839241;5939328;5888691;5999722;6039946;6268937;5900133;6676942;7456452;7956412
33860;Montgomery, AL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);14657661;14950873;15467689;16289606;16925364;17335553;17437310;17154949;16623890;17093817;17159162;17429363;17382981;17242966;17645112;18184902;18161538;18181259;18298911;17889427;18484045;18943824;19558914
33860;Montgomery, AL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;80.707;82.322;85.167;89.693;93.193;95.452;96.012;94.458;91.533;94.121;94.481;95.969;95.713;94.942;97.156;100.129;100.000;100.109;100.756;98.502;101.776;104.307;107.694
33860;Montgomery, AL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);10583820;11041980;11660136;12609946;13447979;14182628;14672145;14653269;14573062;15093967;15357765;15907752;16156916;16374452;17167228;17918257;18161538;18563972;19066356;19043827;20396391;22199708;24065840
34060;Morgantown, WV (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4921793;5066851;5204907;5480839;5771349;5865472;5886556;6073007;6330964;6855551;6904990;6941822;7472657;7433167;7704227;7619302;7846985;7912910;7659990;7587326;7911174;7994806;8144157
34060;Morgantown, WV (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;62.722;64.571;66.330;69.846;73.549;74.748;75.017;77.393;80.680;87.365;87.995;88.465;95.230;94.726;98.181;97.098;100.000;100.840;97.617;96.691;100.818;101.884;103.787
34060;Morgantown, WV (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3218701;3397935;3577747;3912129;4308805;4579542;4748815;5068700;5471178;5993275;6190978;6354100;6952577;7065198;7442629;7455914;7846985;8103495;7977640;8017956;8907651;9718097;10070965
34100;Morristown, TN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4066919;4059582;4093702;4280579;4327075;4443567;4500559;4389301;4027369;4391573;4531272;4597641;4656637;4770326;4866160;4925235;5112106;5072997;5195991;5227282;5658040;5780857;5886493
34100;Morristown, TN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;79.555;79.411;80.079;83.734;84.644;86.922;88.037;85.861;78.781;85.905;88.638;89.936;91.090;93.314;95.189;96.345;100.000;99.235;101.641;102.253;110.679;113.082;115.148
34100;Morristown, TN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3039393;3082269;3142052;3339353;3449481;3609468;3718893;3704801;3562562;3872172;4016465;4186052;4306932;4508560;4750660;4882065;5112106;5164156;5404876;5588600;6305325;6857928;7387094
34580;Mount Vernon-Anacortes, WA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4960758;5897296;5646752;5318387;6463315;6001366;6170188;6366940;6579446;6726396;5574289;5472360;5763449;5863939;6780585;6727490;6537005;6635744;6686473;6614736;6543589;6572432;6670384
34580;Mount Vernon-Anacortes, WA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;75.887;90.214;86.381;81.358;98.873;91.806;94.389;97.398;100.649;102.897;85.273;83.714;88.167;89.704;103.726;102.914;100.000;101.510;102.286;101.189;100.101;100.542;102.040
34580;Mount Vernon-Anacortes, WA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3297859;3877632;3932205;3882264;5109123;5000981;5376654;5550162;5522171;6019177;5555551;5651227;5895933;6031854;6917682;6369263;6537005;7066746;7072111;6861431;7576961;8619679;8858346
34620;Muncie, IN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4494980;4494890;4686822;4609376;4543988;4540774;4341778;4309573;4099699;4368683;4750182;3902881;4025550;4012956;3989257;3948907;4030138;4096420;4130329;4030587;4157343;4311171;4336147
34620;Muncie, IN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;111.534;111.532;116.294;114.373;112.750;112.670;107.733;106.934;101.726;108.400;117.866;96.842;99.886;99.574;98.986;97.984;100.000;101.645;102.486;100.011;103.156;106.973;107.593
34620;Muncie, IN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3158591;3206504;3376907;3382463;3398509;3475481;3418126;3442003;3328160;3631321;4233760;3573453;3747746;3803015;3868980;3890162;4030138;4185237;4304595;4303498;4621815;5086293;5333469
34740;Muskegon, MI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5592489;5688194;5680996;5763454;5906271;5807527;5794219;5619754;5420075;5610978;5782913;5883870;6058983;6165158;6238538;6097005;5986522;6085095;6169878;5905749;6064885;6322248;6493351
34740;Muskegon, MI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;93.418;95.017;94.896;96.274;98.659;97.010;96.788;93.873;90.538;93.727;96.599;98.285;101.210;102.984;104.210;101.846;100.000;101.647;103.063;98.651;101.309;105.608;108.466
34740;Muskegon, MI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4287252;4429750;4484944;4678586;4945818;5062389;5192329;5124009;4910445;5163578;5444937;5590340;5768990;5993643;6102028;5971689;5986522;6240574;6412133;6175054;6717537;7483302;8004713
34820;Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);11631615;11826173;12558953;13544424;14647503;15149113;15482998;14878166;14350779;14406766;14629512;14581964;15064370;15833750;16366081;17154849;17915888;18299683;18781083;18934822;20278907;21257619;22139200
34820;Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;64.923;66.009;70.100;75.600;81.757;84.557;86.420;83.045;80.101;80.413;81.657;81.391;84.084;88.378;91.350;95.752;100.000;102.142;104.829;105.687;113.190;118.652;123.573
34820;Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);8327785;8627566;9327296;10324061;11546188;12395953;13023350;12705517;12602380;12629171;12974595;13181236;13892429;14958853;15836274;16868540;17915888;18744737;19723715;20386650;22792885;25541731;27945154
34900;Napa, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);7692253;8125294;8215031;8134485;8555837;8547432;8767280;8870551;8629252;8503238;8378966;8944462;9405317;10090491;10593191;10814400;10996519;11046992;11004396;10431615;11466302;11077239;11412110
34900;Napa, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;69.952;73.890;74.706;73.973;77.805;77.729;79.728;80.667;78.473;77.327;76.197;81.339;85.530;91.761;96.332;98.344;100.000;100.459;100.072;94.863;104.272;100.734;103.779
34900;Napa, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);5464867;5928347;6075195;6127050;6616173;6769970;7090160;7386053;7535938;7435884;7367867;8113171;8687877;9531057;10293910;10747702;10996519;11212869;11464625;11201652;12742654;12883765;14227116
34940;Naples-Marco Island, FL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);13482225;14304083;15115052;15883648;17337771;17546833;17432825;16331824;14881771;15103481;14846701;15057790;15625311;16451682;17498080;18596601;18972217;19603770;20507135;20314457;22949472;24158343;25133932
34940;Naples-Marco Island, FL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;71.063;75.395;79.669;83.721;91.385;92.487;91.886;86.083;78.440;79.608;78.255;79.368;82.359;86.715;92.230;98.020;100.000;103.329;108.090;107.075;120.964;127.335;132.478
34940;Naples-Marco Island, FL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);9321086;10137335;10947779;11894619;13413906;14104700;14542880;13844378;12796220;13061181;13069323;13560594;14366217;15438274;16827690;18246044;18972217;20048142;21532935;21892843;25668045;28718587;31526854
34980;Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);72128424;75095347;79208513;84544026;87875031;91325609;92244912;96039925;93266579;95320314;98695734;104349916;107748371;112717213;120250930;124750566;130549166;134555744;139347593;138370485;153968335;163157526;168192268
34980;Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;55.250;57.523;60.673;64.760;67.312;69.955;70.659;73.566;71.442;73.015;75.600;79.932;82.535;86.341;92.112;95.558;100.000;103.069;106.740;105.991;117.939;124.978;128.834
34980;Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);55028659;58316183;62188655;67563399;71702957;76169565;78640267;82914168;82593228;84693179;88622583;95803583;100342556;106743262;116755154;123314819;130549166;137012094;144845900;146697516;167897313;188626277;204861124
35100;New Bern, NC (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4662124;4569500;4786858;5027056;5397133;5470424;5617254;5470030;5311677;5476762;5384192;5390934;5601512;5781363;5784401;5320182;5397061;5282920;5463261;5327833;5610990;5579033;5698512
35100;New Bern, NC (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;86.383;84.666;88.694;93.144;100.001;101.359;104.080;101.352;98.418;101.477;99.762;99.886;103.788;107.121;107.177;98.576;100.000;97.885;101.227;98.717;103.964;103.372;105.585
35100;New Bern, NC (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3250239;3275009;3529410;3814867;4208248;4405177;4682864;4652506;4633197;4838610;4843986;4936340;5224362;5499205;5620044;5235709;5397061;5412641;5728585;5721447;6317547;6726133;7196683
35300;New Haven-Milford, CT (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);44067555;44985567;45340301;48260547;48700106;49935278;50446434;50276431;47230366;47924493;47638679;47608248;48061196;47942345;48669195;49501665;49698505;50711147;51537971;50178248;51893346;52347719;53369766
35300;New Haven-Milford, CT (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;88.670;90.517;91.231;97.107;97.991;100.476;101.505;101.163;95.034;96.430;95.855;95.794;96.706;96.466;97.929;99.604;100.000;102.038;103.701;100.965;104.416;105.331;107.387
35300;New Haven-Milford, CT (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);32748410;34081618;34852993;37930942;39259961;41416040;42792497;43466494;41943250;42718681;43010619;43816944;44965748;45611138;47298071;48818323;49698505;51723181;53698286;53421543;57184352;61021149;65232142
